Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,AVERAGE_Z_SCORE,AVERAGE_Z_SCORE_ENGLISH,AVERAGE_Z_SCORE_CHINESE
115,397759,I find it hard to believe one editor (even one so prolific as RickK) can have much of an effect overall. Do contributors on either side have any (non-anecdotal) evidence that suggests otherwise?#,6,,,,,,1,,-10,,,2,,,-2,,-5,,,-2,,,,,3,,,,,,4,,,,,5,,1,,,,-2,,,,,,0,,,,5,,,0.824446568,blank,blank,blank,blank,blank,-0.015730658,blank,-2.061624527,blank,blank,-0.013570673,blank,blank,-0.638797717,blank,-1.000242665,blank,blank,-1.100740478,blank,blank,blank,blank,0.291581633,blank,blank,blank,blank,blank,0.409114096,blank,blank,blank,blank,0.936318526,blank,0.185169218,blank,blank,blank,-0.48323378,blank,blank,blank,blank,blank,-0.004163414,blank,blank,blank,1.014549234,blank,blank,-0.11835176,-0.367284936,0.329727957
116,235522,Which discussion are you referring to? On which article's talk page?#,3,,,,,,0,,3,,,12,,,0,,-4,,,-4,,,,,4,,,,,,0,,,,,4,,-2,,,,0,,,,,,0,,,,0,,,0.346663481,blank,blank,blank,blank,blank,-0.220024924,blank,0.424700685,blank,blank,1.748854424,blank,blank,-0.282037103,blank,-0.779638209,blank,blank,-1.544140469,blank,blank,blank,blank,0.546683673,blank,blank,blank,blank,blank,-0.27104234,blank,blank,blank,blank,0.700023629,blank,-0.46152188,blank,blank,blank,-0.071287333,blank,blank,blank,blank,blank,-0.004163414,blank,blank,blank,-0.284489478,blank,blank,-0.010815661,-0.003331198,-0.024287695
117,464868,"Hi, I recently got approval for your requested link replacement (sorry for the delay), but, after doing a <url> there seems to be very few links left to replace. Could you confirm the problem is solved?#",12,,,,,,7,,6,,,12,,,5,,2,,,5,,,,,4,,,,,,3,,,,,3,,10,,,,7,,,,,,12,,,,4,,,1.780012741,blank,blank,blank,blank,blank,1.210034934,blank,0.998468041,blank,blank,1.748854424,blank,blank,0.609864431,blank,0.543988529,blank,blank,0.451159491,blank,blank,blank,blank,0.546683673,blank,blank,blank,blank,blank,0.239074987,blank,blank,blank,blank,0.463728733,blank,2.125242509,blank,blank,blank,1.370525232,blank,blank,blank,blank,blank,3.118397086,blank,blank,blank,0.754741491,blank,blank,1.14005545,0.903126806,1.56652701
118,337509,The Olbermann thing is being discussed on the <url> talk page. Do you have anything to add?#,9,,,,,,5,,-4,,,12,,,5,,-1,,,5,,,,,4,,,,,,3,,,,,2,,1,,,,0,,,,,,3,,,,1,,,1.302229654,blank,blank,blank,blank,blank,0.801446403,blank,-0.914089814,blank,blank,1.748854424,blank,blank,0.609864431,blank,-0.11782484,blank,blank,0.451159491,blank,blank,blank,blank,0.546683673,blank,blank,blank,blank,blank,0.239074987,blank,blank,blank,blank,0.227433837,blank,0.185169218,blank,blank,blank,-0.071287333,blank,blank,blank,blank,blank,0.776476711,blank,blank,blank,-0.024681736,blank,blank,0.411464936,0.518599823,0.21862214
119,626197,REVERT???#,-12,,,,,,-6,,-12,,,0,,,-8,,-11,,,0,,,,,,,,,,,-5,,,,,-5,,-8,,,,-9,,,,,,-9,,,,-8,,,-2.042251951,blank,blank,blank,blank,blank,-1.445790517,blank,-2.444136098,blank,blank,-0.366055693,blank,blank,-1.709079558,blank,-2.323869402,blank,blank,-0.657340487,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-1.121237885,blank,blank,blank,blank,-1.426630435,blank,-1.754904074,blank,blank,blank,-1.925046344,blank,blank,blank,blank,blank,-2.346083789,blank,blank,blank,-2.362951416,blank,blank,-1.686567511,-1.513720199,-1.963123212
120,72763,"I started, but gave up. And why link the word 'mother'?#",-4,,,,,,3,,-10,,,3,,,-3,,-12,,,-5,,,,,-1,,,,,,-2,,,,,-1,,-3,,,,-6,,,,,,-9,,,,-9,,,-0.76816372,blank,blank,blank,blank,blank,0.392857872,blank,-2.061624527,blank,blank,0.162671836,blank,blank,-0.817178024,blank,-2.544473858,blank,blank,-1.765840465,blank,blank,blank,blank,-0.728826531,blank,blank,blank,blank,blank,-0.611120558,blank,blank,blank,blank,-0.481450851,blank,-0.677085579,blank,blank,blank,-1.307126674,blank,blank,blank,blank,blank,-2.346083789,blank,blank,blank,-2.622759158,blank,blank,-1.155443144,-0.971299775,-1.48690121
121,283735,"So how are u gonna concider weither the licences used by Fluckr are accurate...? ,and if this image has to bee conciderd than Image:Petercrouch_liverpool.JPG should be to..?#",-11,,,-5,,,-1,,,,11,,,,-1,,,0,,,-2,,,,,,,1,,-3,,,0,,,,-6,,,0,,,,,3,,,,,,1,,-4,,-1.882990922,blank,blank,-0.992099792,blank,blank,-0.424319189,blank,blank,blank,1.410852713,blank,blank,blank,-0.46041741,blank,blank,-0.313610705,blank,blank,-0.855447947,blank,blank,blank,blank,blank,blank,0.016132646,blank,-1.138306969,blank,blank,-0.393689681,blank,blank,blank,-0.964371025,blank,blank,-0.279546563,blank,blank,blank,blank,0.38983145,blank,blank,blank,blank,blank,0.386482196,blank,-1.145500601,blank,-0.443133453,-0.515578619,-0.334465704
122,524373,"AnonEMouse, I have noticed today that there are many recent comments on the <url> talk page that do not show in ""history"". How can that happen?#",-1,,,0,,,1,,,,4,,,,0,,,0,,,-6,,,,,,,6,,7,,,-3,,,,0,,,-1,,,,,0,,,,,,3,,-1,,-0.290380634,blank,blank,-0.125848926,blank,blank,-0.015730658,blank,blank,blank,0.325581395,blank,blank,blank,-0.282037103,blank,blank,-0.313610705,blank,blank,-1.754263757,blank,blank,blank,blank,blank,blank,1.136455299,blank,0.9993587,blank,blank,-1.507275427,blank,blank,blank,0.095699647,blank,blank,-0.523330083,blank,blank,blank,blank,-0.165827005,blank,blank,blank,blank,blank,0.840099796,blank,-0.220288574,blank,-0.120093202,-0.035608488,-0.246820274
123,25727,"It turns out that the Zelda Collection you referred to in <url> didn't include aLttP, reportedly because the GBA remake was still being sold at that time, so that disc included NES and N64 emulation but left out SNES. Do you have another example?#",4,,,6,,,2,,,,,,,,3,,,0,,,12,,,,,,,3,,6,,,-1,,,,1,,,1,,,,,3,,,,,,2,,-2,,0.50592451,blank,blank,0.913652114,blank,blank,0.188563607,blank,blank,blank,blank,blank,blank,blank,0.253103817,blank,blank,-0.313610705,blank,blank,2.290407388,blank,blank,blank,blank,blank,blank,0.464261707,blank,0.785592133,blank,blank,-0.764884929,blank,blank,blank,0.272378092,blank,blank,-0.035763042,blank,blank,blank,blank,0.38983145,blank,blank,blank,blank,blank,0.613290996,blank,-0.528692583,blank,0.359575325,0.635986822,-0.008973336
124,629591,I just did some edits on it. Feedback?#,-10,,,5,,,4,,,,7,,,,4,,,9,,,-3,,,,,,,-1,,6,,,0,,,,-4,,,-1,,,,,3,,,,,,-6,,-2,,-1.723729893,blank,blank,0.74040194,blank,blank,0.597152138,blank,blank,blank,0.790697674,blank,blank,blank,0.431484124,blank,blank,1.568053523,blank,blank,-1.0801519,blank,blank,blank,blank,blank,blank,-0.431996415,blank,0.785592133,blank,blank,-0.393689681,blank,blank,blank,-0.611014134,blank,blank,-0.523330083,blank,blank,blank,blank,0.38983145,blank,blank,blank,blank,blank,-1.201179406,blank,-0.528692583,blank,-0.079371407,0.186389258,-0.478012406
125,184558,"That looks better. I think I'm about done now, but old Theobald's still at Featured Article candidates isn't he?#",-6,,,9,,,1,,,,2,,,,1,,,9,,,-2,,,,,,,0,,6,,,0,,,,0,,,0,,,,,3,,,,,,-4,,1,,-1.086685778,blank,blank,1.433402633,blank,blank,-0.015730658,blank,blank,blank,0.015503876,blank,blank,blank,-0.103656796,blank,blank,1.568053523,blank,blank,-0.855447947,blank,blank,blank,blank,blank,blank,-0.207931884,blank,0.785592133,blank,blank,-0.393689681,blank,blank,blank,0.095699647,blank,blank,-0.279546563,blank,blank,blank,blank,0.38983145,blank,blank,blank,blank,blank,-0.747561805,blank,0.396519445,blank,0.066290106,0.170344345,-0.089791251
126,626716,"Even worse: ""The authorized use of this data is limited to informational and educational purposes only, and NOT for operational or commercial purposes."" This clearly disqualifies the text for Wikipedia purposes, I'm afraid we'll have to delete the article. Do you know of any similar contributions you've made?#",-3,,,4,,,-5,,,,1,,,,1,,,0,,,-1,,,,,,,3,,6,,,-3,,,,1,,,-1,,,,,3,,,,,,1,,-6,,-0.608902692,blank,blank,0.567151767,blank,blank,-1.241496251,blank,blank,blank,-0.139534884,blank,blank,blank,-0.103656796,blank,blank,-0.313610705,blank,blank,-0.630743995,blank,blank,blank,blank,blank,blank,0.464261707,blank,0.785592133,blank,blank,-1.507275427,blank,blank,blank,0.272378092,blank,blank,-0.523330083,blank,blank,blank,blank,0.38983145,blank,blank,blank,blank,blank,0.386482196,blank,-1.76230862,blank,-0.26434414,-0.135659968,-0.457370399
127,30722,You added to the Order of Victoria and Albert page that no awards were given out after the death of Queen Victoria. According to the <url> she became the tSovereign of the Order in 1952. Is this just because the order was never officially scrapped ?#,-6,,,6,,,-5,,,,9,,,,1,,,0,,,2,,,,,,,0,,5,,,0,,,,-1,,,0,,,,,3,,,,,,-2,,-3,,-1.086685778,blank,blank,0.913652114,blank,blank,-1.241496251,blank,blank,blank,1.100775194,blank,blank,blank,-0.103656796,blank,blank,-0.313610705,blank,blank,0.043367863,blank,blank,blank,blank,blank,blank,-0.207931884,blank,0.571825566,blank,blank,-0.393689681,blank,blank,blank,-0.080978799,blank,blank,-0.279546563,blank,blank,blank,blank,0.38983145,blank,blank,blank,blank,blank,-0.293944205,blank,-0.837096592,blank,-0.121279004,-0.035973409,-0.249237398
128,392689,As you can tell from my user page I do like art. I noticed you talking about a film ambassador on WikiProject Film (An project that I am active on) and I was wondering what is the main goals of film ambassador?#,-2,,,5,,,7,,,,3,,,,,,,7,,,0,,,,,,,1,,5,,,6,,,,2,,,3,,,,,0,,,,,,3,,4,,-0.449641663,blank,blank,0.74040194,blank,blank,1.210034934,blank,blank,blank,0.170542636,blank,blank,blank,blank,blank,blank,1.149905917,blank,blank,-0.406040042,blank,blank,blank,blank,blank,blank,0.016132646,blank,0.571825566,blank,blank,1.833481811,blank,blank,blank,0.449056537,blank,blank,0.451803998,blank,blank,blank,blank,-0.165827005,blank,blank,blank,blank,blank,0.840099796,blank,1.321731473,blank,0.552393468,0.375395242,0.788391102
129,404995,I noticed that you are the major contributor to the articles. Mind if I nominate <url> at <url>?#,4,,,7,,,7,,,,12,,,,6,,,3,,,,,,,,,,1,,7,,,0,,,,4,,,3,,,,,1,,,,,,3,,5,,0.50592451,blank,blank,1.086902287,blank,blank,1.210034934,blank,blank,blank,1.565891473,blank,blank,blank,0.788244738,blank,blank,0.313610705,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.016132646,blank,0.9993587,blank,blank,-0.393689681,blank,blank,blank,0.802413428,blank,blank,0.451803998,blank,blank,blank,blank,0.01939248,blank,blank,blank,blank,blank,0.840099796,blank,1.630135482,blank,0.702589678,0.810762499,0.55835925
130,297846,Would my doing a read-through looking out for that kind of thing be useful? Or would it be merely annoying?#,0,,,3,,,2,,,,9,,,,4,,,5,,,-8,,,,,,,2,,8,,,12,,,,3,,,-4,,,,,4,,,,,,-1,,3,,-0.131119605,blank,blank,0.393901594,blank,blank,0.188563607,blank,blank,blank,1.100775194,blank,blank,blank,0.431484124,blank,blank,0.731758311,blank,blank,-2.203671663,blank,blank,blank,blank,blank,blank,0.240197177,blank,1.213125267,blank,blank,4.060653304,blank,blank,blank,0.625734982,blank,blank,-1.254680644,blank,blank,blank,blank,0.575050935,blank,blank,blank,blank,blank,-0.067135405,blank,1.013327463,blank,0.461197643,0.21833489,0.825491773
131,292769,What would that do? Is that good?#,,,-4,,,,-4,,,,,,-1,,,0,,-1,,,,4,0,,,0,,,,,0,,,-1,,,,0,,,,,6,,,-3,,,-5,,,,,,blank,blank,-1.073075598,blank,blank,blank,-1.037201986,blank,blank,blank,blank,blank,-0.454319132,blank,blank,0.031551668,blank,-0.522684508,blank,blank,blank,0.611381235,-0.411504425,blank,blank,-0.398678414,blank,blank,blank,blank,-0.27104234,blank,blank,-0.64137606,blank,blank,blank,-0.030394482,blank,blank,blank,blank,1.06877599,blank,blank,-1.040563867,blank,blank,-1.049361988,blank,blank,blank,blank,blank,-0.372749565,-0.391730389,-0.338584081
132,621555,"Creating and improving images, or just placing them in articles/making sure they have the right copyrights/etc.?#",0,,,,0,,,,,,,,,1,,-1,,,,0,0,,,1,,,,,0,,,-2,,,,0,,,,,0,,,3,,,-4,,,,,,,,-0.131119605,blank,blank,blank,0.004198932,blank,blank,blank,blank,blank,blank,blank,blank,-0.035796624,blank,-0.199833403,blank,blank,blank,-0.657340487,-0.406040042,blank,blank,-0.130560928,blank,blank,blank,blank,-0.287032291,blank,blank,-0.493088508,blank,blank,blank,-0.245155955,blank,blank,blank,blank,-0.446121324,blank,blank,0.635914958,blank,blank,-0.907507563,blank,blank,blank,blank,blank,blank,blank,-0.253806372,-0.230440556,-0.291191678
133,378972,"Your DYK hook for <url> is missing something. It says ""''Frank Bancroft managed the now-defunct Major League Baseball Providence Grays...''"" - maybe ""'''his''' now-defunct Major League Baseball '''team, the''' Providence Grays,...""?#",0,,,,2,,,,,,-2,,,0,,0,,,,0,1,,,3,,,,,-3,,,-3,,,,0,,,,,3,,,-1,,,-1,,,,,,,,-0.131119605,blank,blank,blank,0.373823209,blank,blank,blank,blank,blank,-0.604651163,blank,blank,-0.241642651,blank,0.031551668,blank,blank,blank,-0.657340487,-0.18133609,blank,blank,0.352998066,blank,blank,blank,blank,-1.055868785,blank,blank,-0.699401692,blank,blank,blank,-0.245155955,blank,blank,blank,blank,0.105349265,blank,blank,-0.882687927,blank,blank,-0.236770266,blank,blank,blank,blank,blank,blank,blank,-0.290875172,-0.234842871,-0.391733315
134,625006,"Yes, ''kaen chokugeki hou'' is exactly right. Do you have that same NTSC Hong Kong DVD that I do?#",2,,,,5,,,,,,1,,,3,,1,,,,3,3,,,8,,,,,0,,,0,,,,2,,,,,0,,,0,,,2,,,,,,,,0.187402453,blank,blank,blank,0.928259624,blank,blank,blank,blank,blank,-0.139534884,blank,blank,0.37589543,blank,0.262936739,blank,blank,blank,0.0077595,0.268071815,blank,blank,1.561895551,blank,blank,blank,blank,-0.287032291,blank,blank,-0.080462142,blank,blank,blank,0.227433837,blank,blank,blank,blank,-0.446121324,blank,blank,-0.503037206,blank,blank,0.433967031,blank,blank,blank,blank,blank,blank,blank,0.199816724,0.351739326,-0.07364396
135,490623,I'll also add some categories to cover the collaboration nomination procedure and we should think about setting up a project <url>. Can you think of anything else that we need to tag that could be better handled through the comicsproj template than a banner on the front page?#,6,,,,6,,,,,,1,,,11,,1,,,,4,5,,,11,,,,,9,,,2,,,,2,,,,,6,,,6,,,8,,,,,,,,0.824446568,blank,blank,blank,1.113071763,blank,blank,blank,blank,blank,-0.139534884,blank,blank,2.022663648,blank,0.262936739,blank,blank,blank,0.229459495,0.71747972,blank,blank,2.287234043,blank,blank,blank,blank,2.019477191,blank,blank,0.332164225,blank,blank,blank,0.227433837,blank,blank,blank,blank,0.656819853,blank,blank,1.774867122,blank,blank,1.775441625,blank,blank,blank,blank,blank,blank,blank,1.007425782,1.037470476,0.953345333
136,557002,One oddity is that the Library of Congress isn't officially the U.S. national library; there are only national libraries in Medicine and Agriculture. Do you compare specialized libraries?#,3,,,,0,,,,,,,,,6,,1,,,,0,3,,,4,,,,,0,,,2,,,,1,,,,,0,,,0,,,4,,,,,,,,0.346663481,blank,blank,blank,0.004198932,blank,blank,blank,blank,blank,blank,blank,blank,0.993433512,blank,0.262936739,blank,blank,blank,-0.657340487,0.268071815,blank,blank,0.594777563,blank,blank,blank,blank,-0.287032291,blank,blank,0.332164225,blank,blank,blank,-0.008861059,blank,blank,blank,blank,-0.446121324,blank,blank,-0.503037206,blank,blank,0.881125229,blank,blank,blank,blank,blank,blank,blank,0.136998395,0.190713658,0.051053973
137,621427,"I don't think so, <name>. Can we just once attempt to let this pass by without calling for the heads of people?#",-6,,,,-4,,,,,,-10,,,3,,-3,,,,-3,6,,,-1,,,,,-10,,,-1,,,,-1,,,,,0,,,3,,,1,,,,,,,,-1.086685778,blank,blank,blank,-0.735049622,blank,blank,blank,blank,blank,-1.84496124,blank,blank,0.37589543,blank,-0.662603545,blank,blank,blank,-1.322440474,0.942183673,blank,blank,-0.614119923,blank,blank,blank,blank,-2.849820605,blank,blank,-0.286775325,blank,blank,blank,-0.481450851,blank,blank,blank,blank,-0.446121324,blank,blank,0.635914958,blank,blank,0.210387932,blank,blank,blank,blank,blank,blank,blank,-0.583260478,-0.866400231,-0.073608922
138,198022,"Senta.jpg was garbled or empty or some such, so I deleted it. You might want to try re-uploading?#",-2,,,,3,,,,,,-6,,,2,,-2,,,,-1,3,,,0,,,,,1,,,-4,,,,-1,,,,,3,,,-1,,,5,,,,,,,,-0.449641663,blank,blank,blank,0.558635347,blank,blank,blank,blank,blank,-1.224806202,blank,blank,0.170049403,blank,-0.431218474,blank,blank,blank,-0.879040482,0.268071815,blank,blank,-0.372340426,blank,blank,blank,blank,-0.03075346,blank,blank,-0.905714875,blank,blank,blank,-0.481450851,blank,blank,blank,blank,0.105349265,blank,blank,-0.882687927,blank,blank,1.104704328,blank,blank,blank,blank,blank,blank,blank,-0.246488871,-0.265671571,-0.211960012
139,607112,"It's probably a bit late to be asking this, but why did you dispute the factual accuracy of the page <url>? Also, why was no mention of the nature of the dispute made anywhere?#",-2,,,,-3,,,,,,-7,,,0,,-2,,,,0,5,,,3,,,,,0,,,-3,,,,0,,,,,3,,,-6,,,6,,,,,,,,-0.449641663,blank,blank,blank,-0.550237484,blank,blank,blank,blank,blank,-1.379844961,blank,blank,-0.241642651,blank,-0.431218474,blank,blank,blank,-0.657340487,0.71747972,blank,blank,0.352998066,blank,blank,blank,blank,-0.287032291,blank,blank,-0.699401692,blank,blank,blank,-0.245155955,blank,blank,blank,blank,0.105349265,blank,blank,-2.780941534,blank,blank,1.328283427,blank,blank,blank,blank,blank,blank,blank,-0.372739051,-0.325164469,-0.458373298
140,619630,"Do you know how to make the 'All Star Template' appear only at the bottom, as well as the 'Confirmed future sites', so the actual table appears at the top of the page??#",5,,,,2,,,,,,2,,,8,,-5,,,,0,3,,,4,,,,,0,,,0,,,,0,,,,,3,,,3,,,-1,,,,,,,,0.665185539,blank,blank,blank,0.373823209,blank,blank,blank,blank,blank,0.015503876,blank,blank,1.405125566,blank,-1.125373687,blank,blank,blank,-0.657340487,0.268071815,blank,blank,0.594777563,blank,blank,blank,blank,-0.287032291,blank,blank,-0.080462142,blank,blank,blank,-0.245155955,blank,blank,blank,blank,0.105349265,blank,blank,0.635914958,blank,blank,-0.236770266,blank,blank,blank,blank,blank,blank,blank,0.102258355,0.139193456,0.035775172
141,522923,"Just letting you know (since you have mentioned AFDing <url>) that weu2019ve gone to some effort to establish notability with <url>, and have added three reliable, notable, third-party sources to the article. Do you feel these sources establish <url> as being notable (<url> and all that)?#",4,,,0,,,-5,,,,,9,,,7,,,,,,,,7,,,5,,,,,0,,,,2,,,,,1,,5,,,,0,,,,0,,,,,0.50592451,blank,blank,-0.125848926,blank,blank,-1.241496251,blank,blank,blank,blank,1.220126895,blank,blank,0.966625045,blank,blank,blank,blank,blank,blank,blank,1.137168142,blank,blank,0.702643172,blank,blank,blank,blank,-0.27104234,blank,blank,blank,0.36192626,blank,blank,blank,blank,-0.035763042,blank,0.958578785,blank,blank,blank,-0.177502877,blank,blank,blank,-0.240049855,blank,blank,blank,blank,0.289329963,0.361762531,0.173437854
142,164112,"Hi, you've done a lot of work on comparing Featured Article country articles. Are you aware of any country that got special praise for the selection of images in the article?#",4,,,5,,,1,,,,,11,,,12,,,2,,,,,6,,,2,,,,,4,,,,3,,,,,4,,3,,,,0,,,,-1,,,,,0.50592451,blank,blank,0.74040194,blank,blank,-0.015730658,blank,blank,blank,blank,1.572611914,blank,blank,1.858526579,blank,blank,0.104536902,blank,blank,blank,blank,0.915929204,blank,blank,0.04185022,blank,blank,blank,blank,0.409114096,blank,blank,blank,0.61274141,blank,blank,blank,blank,0.695587518,blank,0.546632338,blank,blank,blank,-0.177502877,blank,blank,blank,-0.655504778,blank,blank,blank,blank,0.51107988,0.681462745,0.204390722
143,627346,"One wonders, of course, who ""Elliott of Macedon"" would have been. Probably something analogous to Brian of Nazareth but in a Macedonian phalanx?#",0,,,0,,,0,,,,,0,,,9,,,-2,,,,,2,,,0,,,,,5,,,,-1,,,,,6,,3,,,,1,,,,2,,,,,-0.131119605,blank,blank,-0.125848926,blank,blank,-0.220024924,blank,blank,blank,blank,-0.366055693,blank,blank,1.323385658,blank,blank,-0.731758311,blank,blank,blank,blank,0.030973451,blank,blank,-0.398678414,blank,blank,blank,blank,0.579153205,blank,blank,blank,-0.390519187,blank,blank,blank,blank,1.183154559,blank,0.546632338,blank,blank,blank,0.11018412,blank,blank,blank,0.590859992,blank,blank,blank,blank,0.142881305,-0.004441506,0.408062364
