Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,
115,397759,I find it hard to believe one editor (even one so prolific as RickK) can have much of an effect overall. Do contributors on either side have any (non-anecdotal) evidence that suggests otherwise?#,"1: I,2: find,3: it,4: hard,5: to,6: believe,22: Do,23: contributors,24: on,25: either,26: side,27: have,28: any,29: (non-anecdotal),30: evidence,31: that,32: suggests,33: otherwise?","22: Do,23: contributors,24: on,25: either,26: side","1: I,2: find,3: it,4: hard,5: to,6: believe","4: hard,5: to,6: believe,7: one,8: editor","17: much,18: of,19: an,20: effect,21: overall.","1: I,2: find,3: it,4: hard,5: to,6: believe,28: any,29: (non-anecdotal),30: evidence,31: that,32: suggests,33: otherwise?","2: find,3: it,4: hard,5: to,6: believe,7: one,8: editor,9: (even,10: one,11: so,12: prolific,13: as,14: RickK)","22: Do,23: contributors,24: on,25: either,26: side,27: have,28: any,29: (non-anecdotal),30: evidence,31: that,32: suggests,33: otherwise?","21: overall.,22: Do,23: contributors,24: on,25: either,26: side,27: have,28: any,29: (non-anecdotal),30: evidence","2: find,3: it,4: hard,5: to,32: suggests","2: find,3: it,4: hard,22: Do,23: contributors","22: Do,23: contributors,24: on,25: either,26: side,27: have,28: any,29: (non-anecdotal),30: evidence,31: that,32: suggests,33: otherwise?","1: I,2: find,3: it,4: hard,5: to,6: believe,7: one,8: editor,9: (even,10: one,11: so,12: prolific,13: as,14: RickK),15: can,16: have,17: much,18: of,19: an,20: effect,21: overall.,22: Do,23: contributors,24: on,25: either,26: side,27: have,28: any,29: (non-anecdotal),30: evidence,31: that,32: suggests,33: otherwise?",20: effect,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,235522,Which discussion are you referring to? On which article's talk page?#,"3: are,4: you,5: referring,6: to?",,,"1: Which,2: discussion","3: are,4: you,5: referring",4: you,,,"1: Which,7: On,8: which","7: On,8: which,9: article's,10: talk,11: page?","1: Which,2: discussion,3: are,4: you,5: referring,6: to?","1: Which,2: discussion,3: are,4: you,5: referring,6: to?","1: Which,2: discussion,3: are,4: you",,"5: referring,6: to?,10: talk,11: page?","3: are,4: you,5: referring",,"1: Which,7: On,8: which",,,,"1: Which,2: discussion,3: are,4: you,5: referring,6: to?,7: On,8: which,9: article's,10: talk,11: page?","2: discussion,8: which",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,464868,"Hi, I recently got approval for your requested link replacement (sorry for the delay), but, after doing a <url> there seems to be very few links left to replace. Could you confirm the problem is solved?#","1: Hi,,3: recently,4: got,5: approval,11: (sorry,12: for,13: the,14: delay),,30: Could,31: you,32: confirm,33: the,34: problem,35: is,36: solved?","1: Hi,,30: Could,31: you,32: confirm,33: the,34: problem,35: is,36: solved?","1: Hi,,2: I,3: recently,4: got,5: approval,20: there,21: seems,22: to,23: be,30: Could,31: you,32: confirm","11: (sorry,24: very,25: few,26: links,27: left,28: to,29: replace.","11: (sorry,12: for,13: the,14: delay),,30: Could,31: you,32: confirm","1: Hi,,11: (sorry,12: for,13: the,14: delay),,20: there,21: seems,22: to,23: be,30: Could,31: you,32: confirm","1: Hi,,2: I,3: recently,4: got,5: approval,6: for,7: your,8: requested,9: link,10: replacement,11: (sorry,12: for,13: the,14: delay),,15: but,,16: after,17: doing,18: a,19: <url>,20: there,21: seems,22: to,23: be,24: very,25: few,26: links,27: left,28: to,29: replace.,30: Could,31: you,32: confirm,33: the,34: problem,35: is,36: solved?","30: Could,31: you,32: confirm,33: the,34: problem,35: is,36: solved?","3: recently,4: got,5: approval,6: for,7: your,8: requested,9: link,10: replacement,11: (sorry,12: for,13: the,14: delay),,15: but,,16: after,17: doing,18: a,19: <url>","17: doing,32: confirm","1: Hi,,11: (sorry,12: for,13: the,14: delay),,30: Could,31: you,32: confirm","30: Could,31: you,32: confirm,33: the,34: problem,35: is,36: solved?","11: (sorry,12: for,13: the,14: delay),,30: Could,31: you,32: confirm,33: the,34: problem,35: is,36: solved?",3: recently,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,337509,The Olbermann thing is being discussed on the <url> talk page. Do you have anything to add?#,"11: page.,12: Do,13: you,14: have,15: anything,16: to,17: add?","12: Do,13: you,14: have,15: anything,16: to,17: add?","3: thing,12: Do,13: you,14: have,15: anything,16: to,17: add?","12: Do,13: you,14: have,15: anything,16: to,17: add?","12: Do,13: you,14: have,15: anything","12: Do,13: you,14: have,15: anything,16: to,17: add?","12: Do,13: you,14: have,15: anything,16: to,17: add?","12: Do,13: you,14: have,15: anything,16: to,17: add?","1: The,2: Olbermann,3: thing,4: is,5: being,6: discussed","10: talk,14: have","12: Do,13: you,14: have,15: anything,16: to,17: add?","12: Do,13: you,14: have,15: anything,16: to,17: add?","12: Do,13: you,14: have,15: anything,16: to,17: add?",15: anything,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,626197,REVERT???#,1: REVERT???,,,,,1: REVERT???,1: REVERT???,,1: REVERT???,,1: REVERT???,1: REVERT???,,1: REVERT???,,,,1: REVERT???,,,,,1: REVERT???,,,,1: REVERT???,1: REVERT???,,,1: REVERT???,,,,,1: REVERT???,,,1: REVERT???,,0,,,,,,,,,,,,,,
120,72763,"I started, but gave up. And why link the word 'mother'?#","3: but,4: gave,5: up.,7: why,8: link,9: the,10: word,11: 'mother'?","4: gave,5: up.,6: And","1: I,2: started,,3: but,4: gave,5: up.,7: why,8: link","4: gave,5: up.",,"6: And,7: why","3: but,4: gave,5: up.,6: And,7: why","6: And,7: why,8: link,9: the,10: word,11: 'mother'?","1: I,2: started,,3: but,4: gave,5: up.,6: And,7: why,8: link,9: the,10: word,11: 'mother'?","6: And,7: why,8: link,9: the,10: word,11: 'mother'?","7: why,8: link","7: why,8: link",,,"6: And,7: why,8: link,9: the,10: word,11: 'mother'?",,"1: I,2: started,,3: but,4: gave,5: up.,6: And,7: why,8: link,9: the,10: word,11: 'mother'?",11: 'mother'?,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,283735,"So how are u gonna concider weither the licences used by Fluckr are accurate...? ,and if this image has to bee conciderd than Image:Petercrouch_liverpool.JPG should be to..?#","25: should,26: be,27: to..?","2: how,3: are,4: u,5: gonna,6: concider,14: accurate...?",1: So,,,,"2: how,3: are,4: u,5: gonna,6: concider,14: accurate...?,27: to..?","2: how,3: are,4: u,5: gonna,6: concider","6: concider,7: weither,12: Fluckr,21: bee,22: conciderd,24: Image:Petercrouch_liverpool.JPG","14: accurate...?,27: to..?",,,,,"14: accurate...?,25: should","12: Fluckr,13: are,14: accurate...?","2: how,3: are,4: u,5: gonna",,"2: how,3: are,4: u,5: gonna,6: concider,7: weither","1: So,6: concider",,,,"1: So,2: how,3: are,4: u,5: gonna,27: to..?",,25: should,"1: So,2: how,3: are,4: u,5: gonna,6: concider,14: accurate...?,27: to..?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,524373,"AnonEMouse, I have noticed today that there are many recent comments on the <url> talk page that do not show in ""history"". How can that happen?#","23: How,24: can,25: that,26: happen?","23: How,24: can,25: that,26: happen?","16: page,17: that",,,"1: AnonEMouse,,23: How,24: can","23: How,24: can,25: that,26: happen?","3: have,4: noticed,5: today,23: How,24: can,25: that,26: happen?","2: I,3: have,4: noticed,22: ""history"".",,,,"2: I,3: have,4: noticed,23: How,24: can,25: that,26: happen?","23: How,24: can,25: that,26: happen?","23: How,24: can,25: that,26: happen?","3: have,4: noticed",,"23: How,25: that",,,,"23: How,24: can,25: that,26: happen?",,,"16: page,18: do,20: show","18: do,19: not,23: How,24: can,25: that,26: happen?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,25727,"It turns out that the Zelda Collection you referred to in <url> didn't include aLttP, reportedly because the GBA remake was still being sold at that time, so that disc included NES and N64 emulation but left out SNES. Do you have another example?#","40: Do,41: you,42: have","40: Do,41: you,42: have,43: another,44: example?","1: It,2: turns,3: out,43: another,44: example?","6: Zelda,15: aLttP,,19: GBA,32: NES,39: SNES.","40: Do,41: you,42: have,43: another,44: example?","6: Zelda,15: aLttP,,19: GBA,39: SNES.","40: Do,41: you,42: have,43: another,44: example?",,,"1: It,2: turns,3: out,4: that,40: Do,41: you","40: Do,41: you,42: have,43: another,44: example?","40: Do,41: you,42: have,43: another,44: example?","40: Do,41: you,42: have,43: another,44: example?",40: Do,,,,,"1: It,2: turns,3: out,40: Do",,,,28: so,,"1: It,2: turns,3: out,4: that,5: the,6: Zelda,7: Collection,8: you,9: referred,10: to,11: in,12: <url>,13: didn't,14: include,15: aLttP,,16: reportedly,17: because,18: the,19: GBA,20: remake,21: was,22: still,23: being,24: sold,25: at,26: that,27: time,,28: so,29: that,30: disc,31: included,32: NES,33: and,34: N64,35: emulation,36: but,37: left,38: out,39: SNES.,40: Do,41: you,42: have,43: another,44: example?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,629591,I just did some edits on it. Feedback?#,8: Feedback?,,8: Feedback?,,8: Feedback?,,,8: Feedback?,,,8: Feedback?,,8: Feedback?,,8: Feedback?,,,,,,8: Feedback?,8: Feedback?,,8: Feedback?,,,8: Feedback?,,8: Feedback?,,,,8: Feedback?,,,,,8: Feedback?,8: Feedback?,0,,,,,,,,,,,,,,,
125,184558,"That looks better. I think I'm about done now, but old Theobald's still at Featured Article candidates isn't he?#","11: old,12: Theobald's","1: That,2: looks,3: better.","1: That,2: looks,3: better.,10: but",11: old,,,,"18: isn't,19: he?",,"2: looks,3: better.",,"11: old,13: still,14: at",,,,,"1: That,2: looks,3: better.,6: I'm,7: about,8: done,11: old,12: Theobald's","17: candidates,18: isn't,19: he?","1: That,2: looks,3: better.,18: isn't,19: he?","5: think,6: I'm,7: about,8: done,9: now,","18: isn't,19: he?",,,,"1: That,2: looks,3: better.,18: isn't,19: he?",,7: about,,"1: That,2: looks,3: better.,4: I,5: think,6: I'm,7: about,8: done,9: now,,18: isn't,19: he?",0,,,,,,,,,,,,,,,,,,,,,,,,,
126,626716,"Even worse: ""The authorized use of this data is limited to informational and educational purposes only, and NOT for operational or commercial purposes."" This clearly disqualifies the text for Wikipedia purposes, I'm afraid we'll have to delete the article. Do you know of any similar contributions you've made?#","1: Even,2: worse:,25: clearly,26: disqualifies","32: I'm,33: afraid,40: Do,41: you,42: know,43: of,44: any,45: similar,46: contributions,47: you've,48: made?","1: Even,2: worse:,47: you've,48: made?","1: Even,2: worse:,26: disqualifies","1: Even,2: worse:,26: disqualifies,27: the,28: text,33: afraid,34: we'll,41: you,42: know","40: Do,41: you,42: know,43: of,44: any,45: similar,46: contributions,47: you've","25: clearly,32: I'm,33: afraid",,,,,"1: Even,2: worse:,32: I'm,33: afraid,40: Do,41: you,42: know","45: similar,46: contributions,47: you've","1: Even,2: worse:,32: I'm,33: afraid,34: we'll,35: have,36: to","40: Do,41: you,42: know,43: of,44: any,45: similar,46: contributions,47: you've,48: made?","2: worse:,26: disqualifies,33: afraid",,"32: I'm,33: afraid,40: Do,41: you,42: know",,"15: purposes,16: only,","1: Even,2: worse:,18: NOT,19: for,20: operational,24: This,25: clearly,26: disqualifies,27: the,28: text,29: for,30: Wikipedia,31: purposes,,32: I'm,33: afraid,34: we'll,35: have,36: to,37: delete,38: the,39: article.,40: Do,41: you,42: know,43: of,44: any,45: similar,46: contributions,47: you've,48: made?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,30722,You added to the Order of Victoria and Albert page that no awards were given out after the death of Queen Victoria. According to the <url> she became the tSovereign of the Order in 1952. Is this just because the order was never officially scrapped ?#,"38: just,39: because","1: You,2: added,23: According,24: to","1: You,2: added,38: just,39: because","23: According,24: to,25: the,26: <url>","36: Is,37: this,38: just,39: because,40: the,41: order,42: was,43: never,44: officially,45: scrapped,46: ?",30: tSovereign,,"36: Is,37: this,38: just,39: because,40: the,41: order,42: was,43: never,44: officially,45: scrapped,46: ?","36: Is,37: this,38: just,39: because","6: of,7: Victoria,8: and,9: Albert,10: page,11: that,12: no","36: Is,37: this,38: just,39: because","1: You,2: added,36: Is,37: this,38: just,39: because,40: the,41: order,42: was,43: never,44: officially,45: scrapped,46: ?",38: just,,,,,"36: Is,37: this,38: just,39: because",,,19: death,,"36: Is,37: this,38: just,39: because,40: the,41: order,42: was,43: never,44: officially,45: scrapped",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,392689,As you can tell from my user page I do like art. I noticed you talking about a film ambassador on WikiProject Film (An project that I am active on) and I was wondering what is the main goals of film ambassador?#,"1: As,2: you,3: can,4: tell,32: I,33: was,34: wondering","32: I,33: was,34: wondering","13: I,14: noticed,33: was,34: wondering","13: I,14: noticed,15: you,34: wondering","13: I,14: noticed,15: you,16: talking,32: I,33: was,34: wondering","15: you,31: and,32: I,33: was,34: wondering,35: what,36: is,37: the,38: main,39: goals,40: of,41: film,42: ambassador?","32: I,33: was,34: wondering,35: what,36: is,37: the,38: main,39: goals,40: of,41: film,42: ambassador?","1: As,2: you,3: can,4: tell,5: from,6: my,32: I,33: was,34: wondering","31: and,32: I,33: was,34: wondering,35: what,36: is,37: the,38: main,39: goals",34: wondering,,,"1: As,2: you,3: can,31: and,32: I,33: was,34: wondering,35: what,36: is,37: the,38: main,39: goals,40: of,41: film,42: ambassador?",34: wondering,,,,"1: As,2: you,3: can,4: tell,13: I,14: noticed,15: you,32: I,33: was,34: wondering",34: wondering,"1: As,2: you,3: can,4: tell,32: I,33: was,34: wondering",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,404995,I noticed that you are the major contributor to the articles. Mind if I nominate <url> at <url>?#,"12: Mind,13: if,14: I",,"12: Mind,13: if,14: I",,"1: I,2: noticed",,,"7: major,8: contributor,12: Mind","7: major,8: contributor,12: Mind,13: if,14: I,15: nominate","4: you,12: Mind,13: if,14: I,15: nominate,16: <url>,17: at,18: <url>?","16: <url>,17: at,18: <url>?",,,,,"12: Mind,13: if,14: I",12: Mind,,,"12: Mind,13: if,14: I",,,"12: Mind,13: if,14: I,15: nominate,16: <url>,17: at,18: <url>?","2: noticed,12: Mind",,,,"12: Mind,13: if",,,,,8: contributor,"12: Mind,13: if,14: I,15: nominate",0,,,,,,,,,,,,,,,,,,,,
130,297846,Would my doing a read-through looking out for that kind of thing be useful? Or would it be merely annoying?#,"19: merely,20: annoying?","13: be,14: useful?,15: Or","1: Would,2: my,3: doing,15: Or,16: would,17: it,18: be,19: merely,20: annoying?","19: merely,20: annoying?",,"1: Would,2: my,3: doing,14: useful?,19: merely,20: annoying?","12: thing,13: be,14: useful?,15: Or,16: would,17: it,18: be,19: merely,20: annoying?","16: would,17: it,18: be,19: merely,20: annoying?",,,"1: Would,13: be,14: useful?,19: merely","1: Would,2: my,3: doing,4: a,5: read-through","1: Would,13: be,14: useful?,16: would,17: it,18: be","1: Would,16: would,17: it,18: be","2: my,19: merely,20: annoying?",,"1: Would,2: my,9: that,10: kind,11: of,12: thing",,6: looking,"1: Would,2: my,3: doing,4: a,5: read-through,6: looking,7: out,8: for,9: that,10: kind,11: of,12: thing,13: be,14: useful?,15: Or,16: would,17: it,18: be,19: merely,20: annoying?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,292769,What would that do? Is that good?#,,,"1: What,2: would,3: that,4: do?","1: What,2: would,3: that,4: do?,5: Is,6: that,7: good?","1: What,2: would,3: that,4: do?,5: Is,6: that,7: good?","5: Is,6: that,7: good?","1: What,2: would,3: that,4: do?","1: What,2: would,3: that,4: do?,5: Is,6: that,7: good?","1: What,2: would,3: that,4: do?","1: What,5: Is",,,,"1: What,2: would,3: that,4: do?,5: Is,6: that,7: good?","2: would,4: do?,7: good?",,"2: would,4: do?",,,,2: would,,,"1: What,2: would,3: that,4: do?","5: Is,7: good?",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,621555,"Creating and improving images, or just placing them in articles/making sure they have the right copyrights/etc.?#","6: just,10: articles/making,11: sure,15: right",16: copyrights/etc.?,,,,"6: just,7: placing,8: them","10: articles/making,11: sure,12: they,13: have,14: the,15: right,16: copyrights/etc.?",16: copyrights/etc.?,,16: copyrights/etc.?,"1: Creating,2: and,3: improving,4: images,","5: or,6: just,16: copyrights/etc.?",,"1: Creating,2: and,3: improving,4: images,,5: or,6: just,7: placing,8: them,9: in,10: articles/making,11: sure,12: they,13: have,14: the,15: right,16: copyrights/etc.?","1: Creating,16: copyrights/etc.?",6: just,,,,,6: just,,,"5: or,6: just,10: articles/making,11: sure",13: have,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,378972,"Your DYK hook for <url> is missing something. It says ""''Frank Bancroft managed the now-defunct Major League Baseball Providence Grays...''"" - maybe ""'''his''' now-defunct Major League Baseball '''team, the''' Providence Grays,...""?#","7: missing,8: something.,22: maybe","6: is,7: missing,8: something.",,,,"7: missing,8: something.","2: DYK,3: hook,15: now-defunct,24: now-defunct","1: Your,6: is,7: missing,8: something.","1: Your,2: DYK,3: hook,4: for,5: <url>,6: is,7: missing,8: something.","15: now-defunct,16: Major,17: League,18: Baseball","1: Your,2: DYK,3: hook,4: for,5: <url>,6: is,7: missing,8: something.,22: maybe",6: is,,,"2: DYK,3: hook,22: maybe,31: Grays,...""?",7: missing,,,,22: maybe,,22: maybe,,"7: missing,8: something.,24: now-defunct",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,625006,"Yes, ''kaen chokugeki hou'' is exactly right. Do you have that same NTSC Hong Kong DVD that I do?#","6: exactly,7: right.",,,"1: Yes,,5: is,6: exactly,7: right.",,,"6: exactly,7: right.,8: Do,17: that,18: I,19: do?","2: ''kaen,3: chokugeki,4: hou'',8: Do,9: you,10: have,11: that,12: same,13: NTSC,14: Hong,15: Kong,16: DVD,17: that,18: I,19: do?","6: exactly,7: right.,8: Do,9: you","1: Yes,,2: ''kaen,3: chokugeki,4: hou'',5: is,6: exactly,7: right.","10: have,11: that,12: same,13: NTSC","6: exactly,8: Do,9: you",,,"1: Yes,,2: ''kaen,3: chokugeki,4: hou'',5: is,6: exactly,7: right.,8: Do,9: you,10: have,11: that,12: same,13: NTSC,14: Hong,15: Kong,16: DVD,17: that,18: I,19: do?","8: Do,19: do?",,,"6: exactly,8: Do,9: you",,,"1: Yes,,6: exactly,7: right.,8: Do,9: you","6: exactly,7: right.",,16: DVD,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,490623,I'll also add some categories to cover the collaboration nomination procedure and we should think about setting up a project <url>. Can you think of anything else that we need to tag that could be better handled through the comicsproj template than a banner on the front page?#,"2: also,13: we,14: should,15: think,22: Can,23: you,24: think,26: anything,27: else,34: could,35: be,36: better,37: handled","1: I'll,2: also,7: cover,8: the,9: collaboration,22: Can,23: you,24: think,28: that,29: we,30: need","22: Can,23: you,24: think,25: of,26: anything,27: else,28: that,29: we,30: need,31: to,32: tag,33: that,34: could,35: be,36: better,37: handled","13: we,14: should,15: think,16: about,17: setting,18: up,19: a,20: project,21: <url>.,22: Can,23: you,24: think,25: of,26: anything","22: Can,23: you",,,"12: and,13: we,14: should,15: think,16: about,17: setting,18: up,19: a,20: project,22: Can,23: you,24: think","9: collaboration,10: nomination,11: procedure,12: and,13: we,14: should,15: think,16: about,17: setting","13: we,14: should,15: think,22: Can,23: you,24: think","14: should,26: anything,27: else,34: could,35: be,36: better","22: Can,23: you,36: better",,22: Can,,,,,"13: we,14: should,22: Can,23: you,24: think,25: of,26: anything,27: else,29: we,34: could,35: be,36: better,37: handled","2: also,22: Can,23: you,36: better",38: through,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
